year,Washington,Illinois,California,Arizona,Massachusetts,Wisconsin,Texas,Nebraska,Utah,Oregon,Florida,NewYork,RhodeIsland,Georgia,NewHampshire,NorthCarolina,NewJersey,Colorado,Maryland,Nevada,Tennessee,Hawaii,Indiana,Kentucky,Minnesota,Oklahoma,Pennsylvania,SouthCarolina,DistrictofColumbia,Kansas,Missouri,Vermont,Virginia,Connecticut,Iowa,Louisiana,Ohio,Michigan,SouthDakota,Arkansas,Delaware,Mississippi,NewMexico,NorthDakota,Wyoming,Alaska,Maine,Alabama,Idaho,Montana,PuertoRico,VirginIslands,Guam,WestVirginia,NorthernMarianaIslands,AmericanSamoa
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,12,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,16,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,19,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,22,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,24,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,29,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,32,0,4,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,37,0,5,0,0,0,0,0,0,0,2,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,40,0,5,0,0,0,0,0,0,1,3,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,42,0,6,0,0,0,0,0,0,1,3,6,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,48,0,11,0,0,0,1,0,0,1,4,10,0,1,0,0,3,2,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,54,1,14,0,0,0,1,0,0,2,6,17,0,1,0,0,3,3,0,1,0,0,2,1,0,0,0,1,0,1,0,0,2,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,68,1,17,0,0,0,2,0,0,3,7,27,0,3,0,0,5,3,1,1,0,0,2,1,0,0,1,1,0,1,1,0,2,1,0,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,75,4,19,0,0,2,4,0,0,3,8,30,0,10,0,0,9,5,1,1,0,0,2,2,0,1,1,1,0,1,1,2,2,4,0,10,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,83,5,24,1,1,3,5,0,0,3,9,57,0,14,0,0,11,5,2,2,0,0,3,2,0,1,1,3,1,1,3,2,2,4,0,10,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,95,6,28,1,2,4,5,0,0,4,11,80,0,20,0,0,16,6,3,2,2,0,4,3,1,1,2,3,1,2,3,2,3,5,0,16,3,6,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
62,97,9,35,2,5,4,7,0,1,5,13,122,0,25,0,0,20,7,3,2,2,0,6,3,1,2,3,3,2,2,3,2,6,8,0,20,3,9,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
63,110,12,39,2,5,5,7,0,1,5,18,159,0,25,1,0,27,10,3,4,2,0,7,3,1,2,6,5,2,2,4,2,6,10,0,34,6,16,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0
64,123,16,52,6,11,5,11,0,1,8,19,218,0,38,1,0,44,11,4,6,2,0,12,3,1,3,7,7,2,3,5,7,7,12,1,46,8,24,1,2,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0
65,130,21,67,6,15,7,12,0,1,10,23,325,0,47,1,1,62,19,4,10,3,0,14,5,1,5,11,7,3,3,8,8,9,19,1,65,11,43,1,2,0,5,1,0,0,0,0,1,0,0,2,0,1,0,0,0
66,151,26,82,8,25,10,21,0,1,11,29,432,0,56,1,2,81,24,4,10,3,0,18,5,2,7,16,9,3,3,8,9,14,21,1,83,15,63,1,3,1,6,1,0,0,0,0,3,3,0,2,0,1,0,0,0
67,177,37,102,15,35,16,23,2,2,12,46,535,0,64,2,3,108,31,5,10,6,0,26,8,4,8,23,13,4,4,9,10,14,27,3,119,22,93,1,3,2,8,1,1,0,1,1,4,4,1,3,0,1,0,0,0
68,191,50,121,15,44,17,29,2,2,13,56,782,2,79,2,4,140,44,10,14,6,0,31,9,5,15,35,15,4,6,10,12,17,33,3,137,25,111,1,5,5,13,2,1,0,1,1,4,5,1,3,0,1,0,0,0
69,207,70,130,18,48,17,35,2,2,13,59,965,3,83,3,6,161,47,11,15,7,0,32,9,9,16,40,16,4,7,12,12,22,34,4,152,30,132,1,6,6,14,2,1,0,1,3,5,6,1,5,0,1,1,0,0
70,221,84,146,20,61,20,46,3,4,16,71,1224,4,102,3,6,199,51,15,18,13,0,35,11,10,17,48,18,9,9,13,12,26,36,6,186,40,197,1,7,7,16,4,3,0,2,3,11,7,4,6,0,1,1,0,0
71,226,107,183,24,89,25,57,4,5,18,85,1550,8,125,3,10,267,69,18,26,13,1,50,18,12,23,72,22,9,10,15,13,27,69,7,240,55,264,1,8,10,20,5,3,0,2,5,13,9,5,8,0,2,1,0,0
72,249,146,212,29,122,33,63,5,7,19,100,1941,10,154,4,11,355,80,33,32,23,1,65,20,17,30,74,26,11,11,18,16,34,85,9,273,65,336,2,10,11,22,6,3,0,2,7,28,9,5,11,0,3,2,1,0
73,272,165,247,35,154,37,79,6,7,21,144,2653,12,176,5,17,539,96,36,38,32,2,78,34,18,34,90,31,12,14,24,17,41,112,11,310,81,417,2,12,12,26,7,3,0,2,7,32,9,5,12,0,3,2,1,0
74,293,211,282,41,192,49,97,6,7,22,169,2935,14,198,7,19,647,110,42,43,36,3,102,34,22,38,102,34,15,19,31,17,46,132,11,370,91,478,2,12,14,29,10,3,0,2,9,38,10,5,15,0,4,2,1,0
75,318,248,323,53,216,60,124,8,8,26,194,3568,17,208,9,30,847,126,54,46,47,3,116,40,24,42,139,40,21,21,44,20,52,165,11,412,102,540,2,14,14,35,11,3,0,3,10,44,10,6,18,0,4,2,1,0
76,344,282,349,64,231,73,137,8,8,27,220,4161,25,219,9,37,917,140,68,46,50,4,127,44,29,46,159,44,22,23,52,22,52,189,22,477,119,616,2,16,14,43,12,3,0,4,10,45,10,6,20,0,4,3,1,0
77,383,309,386,67,260,83,160,10,13,29,253,4758,27,294,9,40,1005,150,92,58,65,5,141,52,30,51,169,48,24,25,56,23,54,206,25,512,142,727,4,16,15,51,12,3,0,4,10,53,13,6,21,1,4,4,1,0
78,409,384,447,77,356,94,178,12,13,33,295,5563,30,348,13,50,1232,179,104,60,72,5,173,66,34,67,240,51,22,30,79,23,69,277,26,582,167,845,6,18,16,59,13,4,0,4,12,64,15,6,23,1,4,4,2,0
79,430,464,506,80,433,107,195,14,13,38,322,6268,35,370,18,61,1504,192,124,80,83,5,203,73,39,79,313,63,27,38,86,23,75,335,27,652,193,959,6,18,19,67,16,4,0,5,14,67,19,6,24,1,4,4,2,0
80,456,534,548,89,503,116,228,15,13,44,370,7067,43,412,21,74,1700,227,139,82,95,6,246,84,50,80,344,67,32,42,94,23,109,380,27,702,213,1076,7,21,23,76,17,5,0,5,16,78,24,6,33,1,4,5,2,0
81,483,607,594,97,599,131,247,18,17,48,418,7844,49,425,22,78,1932,253,172,86,104,8,300,90,57,88,435,72,38,50,105,24,121,448,31,755,231,1280,7,24,32,82,19,7,0,5,17,80,25,6,39,1,4,5,2,0
82,498,682,632,112,686,141,266,18,18,51,445,8627,56,432,23,86,2183,274,207,111,107,8,330,94,64,93,515,80,47,55,116,25,130,494,34,806,247,1391,6,25,33,93,20,7,0,6,19,93,27,6,42,1,5,6,2,0
83,511,727,676,117,756,145,289,18,18,52,460,9385,63,438,23,86,2350,290,236,113,107,9,343,98,70,96,525,82,50,56,116,27,141,554,41,840,253,1486,6,27,35,96,26,8,0,6,19,93,27,6,44,1,5,8,2,0
84,525,800,725,122,844,155,320,19,18,53,498,10056,73,479,23,91,2443,308,262,114,114,9,350,106,70,98,563,87,52,63,136,28,149,602,44,884,274,1601,6,30,41,98,31,9,1,6,19,104,33,7,45,1,6,9,2,0
85,552,878,778,131,957,172,365,21,19,55,570,10834,80,517,27,116,2805,329,302,130,123,9,387,115,79,109,746,97,67,69,151,29,154,671,44,1013,324,1766,6,32,43,111,36,9,1,7,20,114,39,7,45,1,6,10,2,0
86,572,958,885,142,1108,184,395,22,20,58,613,11586,87,569,32,128,3156,355,349,137,137,9,436,124,87,123,833,107,72,76,164,30,195,868,53,1103,361,1919,6,34,46,122,36,9,2,7,24,123,41,7,51,1,6,12,2,0
87,588,1081,971,152,1245,197,428,24,21,64,667,12192,105,611,34,140,3518,355,392,142,144,9,477,131,94,131,864,109,81,80,170,35,208,971,60,1156,389,2091,7,37,52,129,44,9,2,7,27,137,41,7,56,1,6,13,2,0
88,610,1142,1050,174,1404,205,461,24,23,70,726,12822,118,661,40,159,3840,389,425,151,150,9,519,139,111,136,1027,116,86,84,184,35,238,1036,64,1213,418,2226,7,37,61,140,51,9,2,7,29,151,43,8,58,2,6,16,2,0
